from,to
492,6599
2396,3582
5194,210
1316,9532
3556,3814
9669,7367
2893,2483
688,320
415,3386
7064,6547
3869,5104
6666,6200
1927,5570
1867,9833
3868,8000
9369,6923
5642,9879
5555,3771
2672,6078
6549,9078
3605,6908
8219,5220
6130,8628
3190,4386
3898,4991
3357,3468
9626,8437
235,1475
202,1383
3046,4000
8147,9995
3728,245
9820,4981
9734,2060
5917,4015
1670,1471
356,2741
9901,1267
6597,2463
3838,2721
9211,8844
8287,1170
3966,8503
5006,5127
861,8777
145,2146
7819,3611
1786,7829
3590,6581
3513,7349
450,3384
6219,3674
900,4453
9745,8774
8506,2120
9019,735
6584,5348
9939,27
6221,1388
6311,9415
5556,7243
5518,9028
8806,5873
5259,2846
4669,1947
2655,3274
4340,3534
4393,6652
8202,5183
4136,6115
6021,2178
9938,5249
9154,8237
8701,1386
7275,7544
7738,7048
8018,515
7761,7241
9178,5556
6296,7078
4788,7179
1469,3936
4295,3060
5139,9177
4169,169
7801,5244
1914,4609
4533,443
7376,617
9536,259
3132,3389
7323,6334
8939,1700
2608,1236
7529,1573
2147,6783
6401,9273
375,4474
4863,79
8829,8772
854,8421
5015,3127
8301,8954
3194,3632
2659,5054
4770,1066
7092,9298
287,2492
4356,7025
2750,2619
3545,330
8322,6605
4005,7033
9617,204
5392,6145
571,2562
5252,1353
6069,7239
6130,7072
1028,5525
1842,4222
2293,148
6007,5912
4601,1543
8673,4735
4510,9361
8092,3398
6377,629
3558,9695
9870,6010
7390,3073
4562,2423
2232,4631
5272,2128
5933,4424
6760,8413
3343,8558
2398,2963
553,501
3230,1426
8485,1779
8981,763
3736,6846
6538,523
9208,9806
9124,8760
1405,4337
485,8278
2949,3332
9604,6407
9906,4037
6297,5197
750,9762
6257,2653
527,2461
7441,9218
5509,7407
950,8219
9375,9957
6859,2723
7166,1116
1861,7402
1602,5605
4601,7588
4096,4916
6205,4574
1733,9835
1979,6473
3508,1294
3281,3413
1451,9923
9366,1931
8548,3624
407,5383
5175,6672
7071,816
6909,1659
8982,6901
7151,1873
4768,8261
8045,6315
6870,9147
3146,6175
2034,1973
1252,8502
2707,3215
1618,5387
8465,2593
919,6322
6426,2241
8099,2514
2747,9670
5048,7264
2986,7963
5785,6298
2864,8828
5711,9789
3268,1265
2821,8628
2067,5476
6323,8318
9467,9711
4089,7050
886,3431
2321,8545
9044,6831
5847,6255
1330,3947
8292,2016
7287,2626
645,2932
1948,6510
4778,5726
9035,8900
9179,5567
1216,5146
8037,4121
1709,9002
2770,6451
6250,6226
8055,3624
9049,7220
2342,9772
3064,1057
7188,6557
3615,1853
1045,3041
953,2543
5235,6786
5423,7192
4702,9923
9536,861
1485,9229
5181,7586
9810,6282
7456,8005
5388,5981
2925,2885
2566,4396
4737,5677
5437,9580
855,752
4655,3447
5881,3634
2158,876
3828,3681
4163,3764
2740,9663
6336,140
8446,9069
7070,4644
621,6485
2677,1539
7603,3780
5162,6404
1841,2482
7282,2689
2787,7824
4661,3034
7586,2444
2030,9122
1741,2836
6127,5623
6290,5637
4625,172
7669,5806
9848,8388
1555,3686
8469,3357
369,7735
2758,5351
29,2197
1160,8448
8326,3455
924,3981
7000,4193
8200,8070
3951,5603
244,6175
6973,3186
3140,143
5878,9897
102,335
3448,5644
9585,7697
1273,2832
3582,1545
4984,7626
8978,2620
2310,4339
4361,6580
2477,3236
4463,6078
3390,9076
2295,3025
985,2971
9391,4042
8149,8178
8266,984
9200,298
9309,1521
7056,5541
3494,3663
1463,5828
4229,2427
7957,9022
6255,7956
7175,2122
1303,6508
9118,2122
9613,1952
3163,6788
8387,1617
9381,5613
6458,4916
4013,4180
2668,6098
2169,4521
5794,7260
4525,9336
1141,5344
824,5606
8913,7072
6777,6967
390,2533
9362,5721
7896,96
4597,2272
4087,664
5420,8223
9337,9109
2645,3632
1826,9208
3065,4896
9557,6261
8990,2570
4677,8382
6194,7054
3141,8109
6440,8958
2541,6861
8991,9141
9358,8310
9518,3844
6108,2467
284,7115
5402,3122
3387,352
5860,2503
4181,9966
1157,8861
1902,6349
1321,7098
7017,9466
1517,9310
3367,8532
5843,2120
281,8243
8481,9909
4199,9012
2873,5174
4042,7460
9603,8476
9283,5001
7942,307
9886,4200
2550,7352
641,8678
2727,7785
5407,799
6735,2903
6026,2972
1690,1706
4340,437
5591,3186
2438,3491
1087,3973
4089,6816
4614,7210
7970,4318
5019,8032
5435,5681
3690,1547
1212,2553
5552,7501
8217,4303
334,3197
4405,1148
1926,3047
2308,1777
5330,3152
5758,8166
6933,7315
3423,6498
2489,9629
635,8052
2199,4738
223,2412
9830,2346
9474,3689
7690,6475
9819,528
13,5748
9612,6390
3100,5923
7212,8938
120,8675
1123,2161
6429,9126
5022,5135
4031,2987
3938,1295
6112,9084
4509,8079
238,3495
2552,5403
9993,7399
8136,5109
1938,1998
868,5438
7087,4017
65,2388
4060,1680
5145,1271
3851,6112
7819,5145
2188,3959
4955,1090
3655,9300
9530,4493
5446,2680
6832,7875
1424,741
470,4994
6208,2289
2784,5529
9908,8951
7559,6211
8161,9978
1333,4397
4740,3767
4186,7878
5060,6630
715,5746
803,1948
1882,3371
1330,7025
3440,1732
7140,1417
3639,4107
27,5153
7333,7675
6783,119
3186,9243
493,1094
4650,1687
7900,6525
2654,7080
1034,8747
4405,9363
3141,378
7648,3979
902,6165
1116,7091
6344,7958
8384,5684
5799,7809
7861,5256
7267,7958
2533,3681
1427,9847
3709,1624
5638,391
1340,2789
9892,3483
9950,5416
1876,9952
9858,7411
1047,5272
3046,4212
5649,3042
2549,9458
2456,8357
1446,9747
276,6793
246,8647
4615,5986
1216,8885
2998,8649
937,2736
629,1353
8536,8262
7921,7555
2162,2949
6967,7279
9220,298
6114,2736
9593,103
769,929
7884,9056
8247,6386
6695,1235
6716,6522
169,7490
6993,6519
6774,526
1601,6697
6345,6401
9699,711
4901,3895
5227,3421
6377,6282
6480,3587
353,5001
7304,3611
6073,3813
7536,374
6189,9800
6504,2579
7483,7426
3067,7957
458,5793
1036,3376
3284,140
8076,7200
4559,2780
8152,7446
3481,3400
1022,8432
2833,5147
8832,948
5155,5444
6194,6233
4075,9322
5422,8242
2299,9402
7911,2215
2200,9374
1626,6913
222,7244
7712,8882
2083,4152
9520,7199
5737,2327
9137,1804
6189,8081
2557,2066
5053,5858
3394,6591
3495,1597
2114,9450
92,4829
5866,7265
8387,9642
3727,6673
6281,7572
7444,4257
6358,1344
9864,1756
5884,9532
4957,9593
2745,1264
4099,3368
8811,3378
1635,5723
2915,326
1112,5711
8626,8401
2615,3798
4320,7240
2639,19
9227,3946
5179,9697
7485,9862
7525,1343
7686,650
2341,2780
3256,2874
8583,5899
1762,8521
730,7395
6020,5623
5492,3750
657,8727
4227,5148
1235,3948
9902,7451
7672,7408
6426,4005
5209,8416
6601,110
8588,8375
8957,5417
8447,6709
2187,3646
5189,1435
6330,8826
6846,1542
9098,4786
7534,5222
785,8725
9439,1706
3264,8654
962,4122
6389,5299
5281,209
8906,8973
5376,4660
5738,2212
3794,3683
5044,8390
344,7419
7400,4115
7396,2070
5566,1992
9548,1152
9958,7031
9385,2934
7018,5999
7247,8557
2047,2973
135,5517
922,9423
3608,1912
4608,8480
6805,2714
9062,9957
3568,7758
2951,8387
9563,8379
436,763
7311,9290
5973,3828
2502,1141
62,7203
8274,1949
637,2937
6561,7240
2063,1064
3688,7669
8754,4291
9564,4685
3445,4914
4207,8504
1244,3279
3992,1849
1952,7152
9627,5624
1363,9889
7128,937
8929,5309
8848,5166
4338,8873
401,3142
5228,2941
2466,7328
4821,2736
4586,6736
1621,8767
8363,8349
1898,1129
8780,6452
9542,5594
6293,9309
5875,1074
5283,232
5831,5121
4651,1443
9602,1234
8235,4843
7716,5761
7036,4012
3180,6042
4996,6808
7627,1200
9080,9856
3302,6182
1486,5153
9914,3037
9968,1501
3562,3403
8061,5349
8836,7092
1209,6225
4579,5096
693,3372
797,4265
3097,4590
9996,8647
9902,3095
8361,5769
1288,2485
4564,5306
3664,4723
9200,8590
9328,4078
812,2224
1848,2916
8957,5641
3102,523
102,6559
6385,4172
5162,6024
9982,5674
1144,3385
5851,4707
4484,2495
1569,2626
3831,7481
2360,925
8941,5104
5066,7362
1484,6485
2361,2105
308,8709
6892,5974
3506,8011
52,7039
9502,8498
1326,8468
2389,1125
4433,2639
4481,9638
6182,6361
9267,6583
1432,357
6355,3576
5153,1262
9470,7229
3972,9737
5294,8091
7961,7878
7752,8416
9698,3497
4975,764
2269,767
3174,1759
6898,8303
4530,944
5804,1950
45,104
1588,9007
7639,6649
7673,1765
119,2014
9548,454
7456,5472
9416,6287
3263,8689
3343,46
8320,6201
6895,4288
7744,9323
8451,6967
7084,3028
294,455
2697,2111
4850,989
1645,5063
1031,2732
3675,3546
8423,710
4748,5718
5597,2500
3432,340
5582,9922
4389,7966
4904,9146
3398,6845
2392,2395
1604,4691
3816,661
8426,1202
5012,5076
5082,2263
3485,5751
6637,2487
2983,2156
8728,5748
9549,8890
4602,3787
2949,5066
3809,5550
9469,1778
2429,2617
7572,7215
6700,2611
8230,6751
3077,931
7007,6809
9728,8172
9249,697
4194,7175
5153,2748
6870,779
5211,9668
1479,764
4486,1192
874,4941
4321,3660
9432,2419
2877,24
794,5319
7653,7431
2525,7943
503,1919
4821,4091
6615,6248
9757,223
2569,1594
6204,3330
7915,1335
4307,985
3013,4146
7507,3520
6489,8059
8652,4110
549,9161
6064,8260
4119,9698
5319,8931
2400,7354
6987,5687
2641,1093
35,8387
4514,698
8316,6890
8786,1367
3379,1143
5128,43
5696,6794
8392,7588
6701,1008
2897,9446
9028,5133
1587,1364
742,1641
862,1598
9815,756
4341,2279
9095,3895
3905,4097
9324,5177
2979,5639
6107,8042
3777,471
8581,1632
50,7899
7070,8443
7844,4771
4409,9495
8330,8080
5071,2014
5412,6367
1918,1559
198,720
5134,9999
8218,9298
271,4994
9938,6796
6030,3238
8757,4187
2022,4981
651,419
5555,9109
6916,5540
7522,885
7810,203
7717,6310
4103,3953
8274,851
1704,9252
2715,559
8225,6112
600,6554
4659,1482
736,1823
6824,7385
7399,8141
3879,7585
7473,8880
307,1837
773,6492
9566,1321
3805,2885
4987,3113
2777,8973
7120,1513
419,4923
8378,2385
3133,244
2987,2853
5366,1769
4446,3431
2188,9357
3547,7113
9308,5073
8854,7795
4197,2062
7762,8509
3930,9087
4531,3434
7702,3688
8897,6049
3833,1302
4184,7112
6577,8837
7789,3968
2324,120
4763,9144
3657,72
8394,9710
8631,8828
9569,9113
2821,114
707,1420
7521,503
4933,7
732,7433
5903,8560
5026,4502
5697,3978
4007,8976
9165,4575
7389,5279
5170,7839
2099,4915
4489,5701
6695,3445
5240,2594
8891,9145
1539,2281
9861,2499
6611,4822
8913,4610
2271,9372
66,3213
7046,649
9013,6345
8367,5944
1222,8852
184,1763
8124,7233
3146,9810
2687,1568
4894,3300
5626,8393
25,4729
4475,6933
1362,6571
4744,5354
3620,8087
187,2353
4926,8363
2270,8229
4680,7453
9970,9802
3041,9381
7609,5655
5507,5672
9972,6433
3864,8435
3014,4534
918,4368
6471,2115
3397,9064
3668,7570
7202,8069
196,8740
9468,3618
7670,7863
3435,8402
4918,4772
7168,1130
2590,663
9112,6620
3993,9132
9994,5073
5955,5683
7904,9234
6652,9567
2930,3474
6539,9920
5773,4460
8623,8171
3939,2996
4289,7251
5100,4285
2053,6007
5451,8263
751,9496
8299,4562
147,3716
5112,9219
8341,5460
1530,7266
1182,6990
6699,8238
9696,8616
9978,5661
5249,4890
7912,7252
9667,8942
9152,2864
4452,2727
7476,3790
7089,2939
6610,1357
6277,8319
2517,3294
9231,6366
6232,8277
5666,6964
1045,5615
5559,557
8108,5535
6605,9749
7359,423
2704,5324
778,4719
9990,8344
240,997
6998,4919
3952,994
1364,3983
2438,5765
2263,2148
8654,3998
188,86
1924,377
7315,291
8839,6484
6135,7120
9036,911
1388,3360
8846,9951
2688,5598
1171,9583
2483,333
361,4389
5187,2346
3631,3804
112,3130
6945,8722
8767,3845
9228,6096
7514,4255
2287,3249
5172,3199
3810,6641
4731,7662
4816,2996
5862,4013
5552,9377
4253,2163
754,2153
7959,7378
9172,9975
1934,661
3924,2741
5312,5944
5472,6264
879,6948
8633,4634
1144,4950
502,6786
481,890
5621,6306
7962,8793
44,8845
2342,3996
3694,7283
3508,8684
3929,1818
7749,2504
3244,3674
7506,9698
5957,5717
2918,3575
6824,7138
4022,8552
2316,3909
562,6953
9376,4844
9283,6630
5883,4952
7348,7229
9265,6758
1613,6156
6225,57
7690,2072
5643,3174
5434,6583
5055,3372
7219,6378
8145,6398
9875,9435
1080,6334
8770,8831
5877,2279
5939,247
4657,5927
6409,5705
3664,5767
4710,1590
9297,5241
6303,6712
7255,5293
27,58
4098,5136
298,7444
8102,8641
898,8161
4078,3633
2549,4735
57,5159
8367,8914
5522,781
3451,3013
7485,3546
228,6254
7069,2877
3609,2541
6371,4691
5178,7345
9858,4485
4319,5191
2109,1025
3496,7903
9633,8690
5135,9709
95,2431
7914,6745
8641,4574
2412,2756
6142,8195
9051,5416
5945,6185
1084,9274
4836,8395
7098,8830
5570,4287
4662,983
6905,7263
952,5066
6102,6534
9076,2861
6731,2132
6184,8050
1012,2190
146,1482
3159,6885
8670,8824
9161,9105
1820,4307
6957,1865
4512,4614
6199,8866
6179,376
5775,3218
7799,6900
8801,7983
5656,7332
4529,3289
1662,7503
3916,561
3247,8236
9114,3029
4353,8961
4448,1513
6429,1389
7762,499
5279,446
4357,8258
8890,9887
3026,3996
9721,5922
5750,8179
9216,4950
6102,9588
8016,8437
64,3996
6313,8525
1709,1670
410,9977
1555,4693
9476,299
1351,4491
1964,9848
5999,4
5071,7456
7798,3842
3393,6856
1352,2629
9262,4566
173,7430
8865,5960
7763,7953
2371,6802
531,1837
9466,610
6598,778
7187,4769
3185,1845
187,5769
4891,8538
1319,3965
4431,9303
6195,3898
6189,3673
3831,1432
714,1046
3286,7116
4904,7686
8384,6062
2129,7118
2792,5089
5453,2442
8399,9652
8819,7575
8751,2757
6027,8602
2820,1165
1218,1536
7876,1451
7447,1763
6048,6609
7218,3062
2370,8837
5268,9918
1046,4069
7898,5901
4981,6267
4923,3995
7597,792
1169,9971
2428,7967
4996,8823
5307,2401
3825,4721
5736,7073
9114,1496
2059,3764
632,6587
5578,8215
8411,1277
3992,7772
4034,2541
4152,8482
5525,704
3071,2383
6927,493
2055,9869
890,7557
9344,5295
3587,2542
9746,1407
9164,2714
1101,4245
4896,1816
3553,2453
929,7751
25,9622
9837,7378
1218,4555
3119,7757
2714,8800
3266,7899
2692,6594
6096,8089
7704,7226
4105,9962
8614,9512
3791,3535
8827,7657
6030,3331
860,1141
2121,6560
5455,8567
9023,7554
9962,1434
1213,1238
4803,2140
9229,7871
6390,4945
1404,8661
4949,2631
4361,8601
7673,9186
5945,202
999,8003
3175,3677
8702,905
1160,6221
2269,116
205,6799
5362,5634
5635,3072
6412,5193
2820,3245
4914,688
5280,111
1180,3242
3094,5393
9343,5135
7131,4399
8567,872
5294,2237
7564,8743
4066,4433
4311,1201
1322,4142
9070,8153
4,7166
3307,2699
3724,554
8699,2193
2113,217
2450,3781
2260,5908
11,1092
1884,98
9453,7819
2663,7541
9962,9617
5835,6175
5633,8577
6891,642
4915,8226
8981,4115
8274,8148
7128,1882
486,3737
7330,6473
3577,5070
9064,6375
562,9669
9967,7863
3615,6513
5783,1354
5691,4492
6839,5725
8511,5672
5555,6928
4373,6560
5962,6165
935,8891
4124,5617
4246,2029
5129,162
6695,8937
6244,9421
8599,8262
9351,1395
9279,781
1776,2559
9075,8988
3561,3599
6341,2971
5046,2412
3831,6601
8551,2487
1533,8529
6860,9810
6896,1439
376,7913
5710,664
8111,6747
7023,6347
713,6121
7987,6291
2808,9033
8711,3414
902,1063
7831,9549
8264,3417
877,7023
3887,6605
8775,1276
8381,7266
839,4356
2180,1856
3108,6770
1178,2693
3613,7880
9865,1788
8926,6264
1987,1340
5563,3419
2338,394
5385,4626
1357,2988
3324,3080
7287,4140
6379,4544
6402,6757
6464,6591
4337,5501
2539,9368
3387,9454
6710,625
2651,5346
3011,9167
4931,8875
4498,8386
6241,9053
1951,5551
1162,8793
8200,4838
1555,8102
8124,6191
3535,6910
9246,5206
6627,5378
9977,1536
2389,5771
9325,5993
4130,4174
9912,5500
9646,5003
4993,9486
182,9731
4765,4983
5458,9875
2532,5902
2439,8161
9725,2720
1449,3522
2214,444
1101,8405
7264,9006
6060,1856
2055,5814
7523,4069
2928,5620
295,3008
1755,7363
2087,6080
4039,1807
3530,3391
6805,7268
9223,2992
5700,7652
6067,8596
2891,1845
8276,1497
5990,277
7620,7792
2536,2314
3794,4057
4239,8538
8467,7261
2628,5844
3142,4184
7473,4890
4132,3841
206,3548
2406,6471
9396,737
1169,1049
3026,4948
7500,8658
1742,8473
7314,9120
7475,6923
995,8672
5992,8115
4565,9799
66,3383
4856,5375
6192,3148
4582,8508
5027,554
5577,7898
1537,3819
5863,3605
2799,4878
2633,4789
1643,6207
2601,7652
6508,395
6953,7868
8241,5634
8577,6706
9878,1470
5040,8313
9206,9530
84,6469
1786,1729
6260,6189
5711,2933
7626,5948
4981,4984
4606,3444
1331,7594
190,415
2408,9055
2666,4531
7309,4364
6379,7073
7207,2670
8884,1467
2008,8600
1344,160
8085,9591
2715,6085
6833,2483
1101,7713
8168,4244
241,3077
7785,1390
3875,182
7579,2363
9032,5848
4528,7796
3656,4601
3414,6443
4486,7688
1930,5080
672,384
7384,2238
2417,4804
7501,6714
2468,4089
5501,8791
5236,7226
9025,3296
9758,476
2440,7539
2408,6992
6350,6094
8059,2590
8314,5530
7947,4596
4801,7200
7303,3066
5976,8652
2028,1664
966,301
7684,7607
8680,437
3291,4137
1423,8307
9843,1351
7268,7275
7277,1245
3067,8239
5336,4403
8853,7421
8326,5171
6607,8980
6617,385
8920,8115
8094,1660
9168,6368
8175,5248
3004,1074
5068,3030
4822,3180
4084,1273
1458,5447
1261,6084
667,8602
3699,8141
427,8152
3229,7929
8345,9207
3995,8123
3373,184
1947,3900
8463,9160
7708,3624
1358,4082
1257,8851
4332,7998
9879,854
5302,5914
6298,426
2242,3812
5809,432
9937,2129
3186,7178
6692,3005
4448,7385
9930,672
4393,357
7575,5768
220,1234
4625,9849
4680,4629
5332,5278
2575,1747
5542,7434
3241,3922
1588,7696
9941,4559
7131,2507
8554,7451
6914,8203
7836,5378
2180,4525
8362,1353
3244,9941
1669,3396
8346,1818
8379,4193
1634,3455
5440,9140
5315,9082
6142,9440
9061,8274
2291,1103
2156,4778
6153,7198
9033,8068
9732,4072
8991,6484
3940,6653
9987,9410
2841,8703
9452,4075
7078,2361
1322,6149
8767,4013
5060,1661
2652,6648
9753,5663
2240,5875
5864,1857
9235,7353
8795,7773
7994,8864
5822,1464
537,7062
2014,2596
3343,58
1948,3918
6655,2803
6688,7701
5599,2641
9690,568
2361,5950
7444,5546
6863,7537
3748,3318
2731,8463
142,6408
3108,6078
6886,3535
493,3511
5618,6126
3032,5463
6317,1385
9672,6194
904,706
4964,2213
6732,4640
5831,7303
6283,9096
7460,8858
9796,8827
1830,7156
8020,2732
4230,9509
5514,7324
1590,52
8435,9844
3690,8666
1524,6590
1510,4155
6086,4545
2546,5452
732,2807
4155,1141
2960,3868
8163,2261
6683,9381
3000,2940
4323,8219
9938,410
3614,1795
5702,2705
6213,2763
4488,6057
6149,5778
7277,1600
1742,3892
3326,3243
9438,8626
6632,5950
6488,5738
7377,4404
9662,4504
2117,9868
2542,9385
4702,2736
967,4567
706,5859
5645,9078
3094,4342
6706,6953
7425,7702
6373,242
1787,854
3687,6133
7076,1717
4823,871
4945,9644
3008,6424
9505,7590
9064,122
1805,1148
3737,5773
2302,1692
4829,7961
3417,2597
2402,7991
3205,8914
5933,5981
6797,1089
9866,9108
8241,1662
8274,8727
391,8897
4757,9273
5727,928
7783,6819
6580,9554
4711,5290
1790,1746
3194,5177
3444,7804
1527,6096
6366,1415
8971,9721
5817,4815
6092,8962
8532,4573
4219,1452
5000,2774
4947,9727
1588,5181
1342,5512
9750,6997
7094,8688
4581,5160
7417,6714
667,285
2533,3256
3152,9273
9571,8778
8370,8421
9201,9557
5889,3527
9559,1612
6854,8368
251,94
7940,3601
1104,1691
1079,1387
7449,900
8440,9058
5852,3294
3954,5340
6753,1411
7135,4860
618,6421
1548,1222
6268,3472
428,6030
827,8187
536,3010
4020,9066
643,3312
243,1203
1243,565
9493,7786
7867,1956
9784,2316
3006,2895
4847,3492
9055,2148
8514,46
2076,2759
6130,5206
6840,3512
9321,9836
8959,4385
1760,6806
7092,687
8122,2161
5894,7578
558,950
5378,8370
6962,9845
610,5224
3138,2417
2787,9558
1872,344
3108,4380
7190,7596
138,4680
263,9267
8929,3153
2019,2296
732,6112
3337,8651
5245,5036
7142,332
5409,2928
5468,2751
6131,7291
7199,8652
5616,3924
8825,7879
1242,7192
2524,7863
7638,3890
5079,4869
7889,9093
9074,3938
7951,1737
5348,8277
3011,1104
7732,2880
2411,8259
8124,1710
7331,1390
3689,5739
9098,7540
9375,2415
2850,7008
5866,4297
9568,8794
8783,7093
8979,8002
1952,793
6609,1437
3823,2434
1005,6217
5514,2517
2389,5214
8164,7172
5064,2626
4725,5328
1525,89
6247,3301
494,1064
3809,7863
4155,5572
5761,3863
7291,1164
1618,4242
598,4704
5630,4902
5662,5196
3900,9025
2275,2277
5322,3512
6421,8846
6038,7344
7460,7175
4422,1661
1508,8211
920,6325
1469,997
9843,7088
782,7463
7196,4863
7921,1686
7781,5989
1290,1853
7359,1862
7337,7308
9665,5995
5343,5732
4961,8031
4157,4690
5646,5530
7591,2518
1872,1527
9720,5472
2775,8323
7791,3478
353,4213
1975,5923
4376,7572
3365,2639
8695,1834
74,1303
2188,531
4264,6473
8425,2049
7874,1663
7861,448
91,8709
9200,17
9505,8440
2387,9061
7458,5277
613,7352
3644,8236
3147,167
3011,87
5287,3359
5259,5178
5873,2724
6998,3905
6451,5162
727,9760
4189,4628
3605,6419
2665,1415
8747,6659
4698,169
4044,9138
2350,1211
3892,1827
4114,4545
1657,2457
7188,4458
4704,6938
8899,3216
4413,9791
2818,6638
4610,4923
1436,3481
2680,8869
594,5532
9100,4708
2880,548
2256,4903
9181,7236
8114,1374
6081,6198
8634,600
3361,4639
3581,8218
6565,1406
6751,7656
5691,3873
5765,3891
8965,4003
7528,6015
2829,70
4934,8496
8408,1289
3778,976
7224,4454
9100,6976
6188,6235
8955,2793
594,5090
4710,2029
9965,4623
7938,1807
5553,3078
8198,8268
7211,2167
2970,3876
4702,1527
7438,8169
6360,2700
5751,2771
1283,1412
5396,2909
8119,1475
7678,4896
1501,3943
7102,825
3230,2041
1929,4378
4857,6915
4086,7130
100,6648
33,4569
4522,5749
6712,8613
1011,9538
2209,7506
9889,7604
174,3129
8902,7330
3513,3072
2483,6674
4234,4002
4012,4048
104,9498
5927,2522
9388,9873
8035,4491
1601,3586
6533,866
5319,2998
1117,5454
8423,5986
3159,104
9024,7929
6125,9885
896,1022
6203,1575
5758,1130
651,3511
3540,4678
2334,7568
3739,3142
2091,9587
846,1426
3874,5283
5376,274
906,2948
9130,6134
1512,3349
8364,6399
5633,7111
3061,5997
1302,4825
702,38
2574,6290
2544,6480
5826,4810
7430,1515
5138,4853
6285,7758
8645,4412
6151,8412
7101,9833
7791,5523
7081,4128
6312,5585
6804,3877
3598,275
8523,4286
4109,9803
2923,1750
3904,3405
2265,7370
2562,6870
7803,1811
7041,1002
7635,9745
6960,2537
1660,9313
683,9996
2333,9707
3350,2610
7499,8794
6286,9650
5708,3016
705,6700
5221,9814
1753,368
9332,7125
2211,7978
3130,7524
1902,2201
1376,3030
1519,1515
1482,5759
2001,2231
6921,1179
858,1734
6587,267
713,6446
1213,6797
4572,3309
9568,1670
606,5918
1497,9215
6604,5819
7971,5145
5881,4320
9807,3727
8535,375
2075,4919
2870,4758
9857,884
8506,2625
3302,6267
1588,9548
4323,3263
8691,5986
3824,4187
2147,923
2284,9788
9891,205
5770,201
5156,3122
5861,8735
1054,9298
5235,4413
6893,6317
4504,8569
5032,9783
4322,8718
5586,7056
4881,579
1433,1839
665,2696
1356,7291
3664,6911
9450,357
9730,7653
3989,7941
117,5532
4614,3023
8230,9606
1370,9153
8898,2704
601,5069
9425,2553
1207,4334
1948,1245
3732,2312
1391,4658
974,8289
7354,4030
3094,3829
6433,1987
9200,1451
7972,6633
8883,5074
6873,582
7761,4230
6996,7692
7009,3269
7576,1135
3208,9017
2360,33
3206,1682
7495,6156
4364,5937
2413,3756
4219,5059
6186,4438
2023,5560
1525,1929
8923,2271
4558,7328
5111,3616
3490,6240
3236,5237
2540,1892
983,7894
6680,9763
8148,5808
2627,4939
2250,257
6382,6908
1196,7666
9361,6883
5648,3601
1277,1537
7216,5946
9914,3192
1902,4562
4143,4930
2373,3120
2559,1021
6250,9800
1280,9447
7521,5798
6792,6162
5020,8163
144,2019
8367,7190
4874,1117
6606,522
5119,9222
1687,4392
7585,9378
2509,9809
4159,3172
3897,8698
8631,9214
9013,4981
9701,2032
1635,168
5530,6437
9847,9628
5384,5366
4102,8659
58,2777
4550,8439
6448,2682
5428,7419
7623,5828
8549,401
4775,5243
8388,3816
9543,6585
5658,5870
4731,9108
1660,842
8621,7065
8910,4559
1178,5239
8454,9870
5507,8202
4939,9243
2147,3474
7819,8505
4369,3135
4028,261
8011,8539
7338,2972
1986,389
5343,2458
6933,9669
9825,2368
2838,8273
3254,7761
8712,4859
8002,7737
3898,1220
9169,7163
3341,6626
7360,6341
9473,2745
1477,5170
3166,312
1071,7068
3662,4627
263,1083
4840,8681
214,383
8807,8049
3153,7318
2313,9526
7584,7786
2147,8284
3148,3786
5202,9757
7782,7619
3468,8053
8484,8779
8773,7926
3510,6602
3342,4345
7047,6742
5239,5106
7535,7753
5445,8334
8837,8353
7775,652
978,100
114,8245
2369,333
3989,4729
338,4631
2294,7560
637,453
4531,1241
2228,8860
8517,3578
5554,8830
7015,5141
6495,100
9572,8636
293,3863
5118,2145
3885,2187
891,6708
5426,4280
5850,4201
7608,5990
1556,693
1077,4612
461,2037
7357,4421
5289,7979
9740,5928
1307,6806
6444,5219
6617,7821
1078,5516
4188,4617
5989,9251
4931,6908
390,398
1094,8833
5243,7570
3976,7440
4831,5548
8742,1230
3765,4010
2445,4751
5113,4024
760,9738
5671,8362
3798,3336
8634,2339
74,1943
6125,3952
3868,577
3262,8852
1165,7764
6177,2929
808,3486
9632,8336
9251,4759
8575,4797
357,8203
829,3650
2385,8098
4631,4125
5345,6830
5655,9377
2206,5649
2891,999
1019,2632
6592,7838
8258,8663
7356,2182
3734,3618
6106,629
360,6454
5600,563
8533,5314
7565,8825
1275,8693
9759,8657
5596,2629
5377,713
5276,4345
8481,282
8741,3140
4639,9632
5882,1055
8817,3877
8152,8881
8099,4190
3559,5917
2284,5905
944,5032
4620,1137
5226,5974
674,7656
9677,2609
7914,9633
2759,996
9604,5663
3404,7578
8815,6461
6648,5694
6355,6402
8576,7406
8719,2720
4167,8801
6391,650
9884,1362
4431,2928
3857,9289
7173,7400
8278,4852
2296,443
7812,4423
4455,7833
1830,4493
6853,4505
881,5337
2760,9553
3668,8990
9216,495
3146,3047
6965,8322
4764,3700
5625,3848
7700,9041
1356,4260
2845,1429
7774,4731
3110,8500
7712,8364
3445,9569
5891,6778
8936,612
4530,8343
8918,1588
3596,7982
5140,5745
9625,6701
8756,8256
7006,1934
3672,6852
3195,8192
8516,6293
1649,4694
8882,9248
6993,8524
4847,4267
7536,9538
3394,5523
7158,6151
9772,612
1590,4754
1018,3140
4248,7711
2008,7676
9138,1701
8625,5444
1237,2832
2881,9610
1908,5488
4603,6095
6399,3997
1030,6526
2237,8533
4962,4410
4008,4580
